Godot Engine v4.7.2.stable.mono.official.ed1daf0bf - https://godotengine.org

The Synaptic Sea coherent proof ship bootstrap loaded.
PLAYABLE SHIP READY player_spawned=true camera_spawned=true objectives=5 collision_shapes=112
ACHIEVEMENT UNLOCKED trigger=loot_searched target=loot_cargo_04 id=first_loot
LOOT CONTAINER SEARCHED marker=-1:-1:2 container=container_47 granted=2
LOOT CONTAINER SEARCHED marker=-1:-1:2 container=container_73 granted=2
LOOT CONTAINER SEARCHED marker=-1:-1:2 container=container_112 granted=3
LOOT CONTAINER SEARCHED marker=-1:-1:2 container=container_147 granted=1
LOOT CONTAINER SEARCHED marker=0:0:1 container=loot_compartment_10 granted=1
LOOT CONTAINER SEARCHED marker=0:0:1 container=container_20 granted=2
LOOT CONTAINER SEARCHED marker=0:0:2 container=loot_medical_08 granted=1
LOOT CONTAINER SEARCHED marker=0:0:2 container=loot_storage_30 granted=2
LOOT CONTAINER SEARCHED marker=0:0:2 container=loot_compartment_31 granted=1
LOOT CONTAINER SEARCHED marker=0:0:2 container=container_51 granted=1
LOOT CONTAINER SEARCHED marker=0:0:2 container=container_57 granted=2
LOOT CONTAINER SEARCHED marker=0:0:2 container=container_60 granted=2
LOOT CONTAINER SEARCHED marker=0:0:2 container=container_74 granted=2
LOOT CONTAINER SEARCHED marker=0:0:2 container=container_75 granted=2
LOOT CONTAINER SEARCHED marker=0:0:2 container=container_86 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:1 container=loot_mess_hall_05 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:1 container=loot_compartment_21 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:1 container=container_49 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:0 container=loot_storage_12 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:0 container=container_26 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:0 container=container_35 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:0 container=container_36 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:0 container=container_37 granted=2
LOOT CONTAINER SEARCHED marker=0:-1:0 container=container_53 granted=2
